Info 0    [19:19:22.135] Starting TS Server
Info 607  [19:20:23.048] Different program with same set of files
Info 608  [19:20:23.874] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 609  [19:20:23.881] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 6.799544999375939ms
Info 610  [19:20:23.881] Different program with same set of files
Info 611  [19:20:25.416] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 612  [19:20:25.425] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 9.247241999953985ms
Info 613  [19:20:25.425] Different program with same set of files
Info 614  [19:20:26.395] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 615  [19:20:26.401] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: false structureIsReused:: Completely Elapsed: 5.7590820007026196ms
Info 616  [19:20:26.401] Different program with same set of files
Info 617  [19:20:28.733] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 618  [19:20:28.774] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: false structureIsReused:: Completely Elapsed: 39.889903999865055ms
Info 619  [19:20:28.774] Different program with same set of files
Info 620  [19:20:29.782] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 621  [19:20:29.799] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: false structureIsReused:: Completely Elapsed: 16.67101699858904ms
Info 622  [19:20:29.799] Different program with same set of files
Info 623  [19:20:30.371] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 624  [19:20:30.391] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: false structureIsReused:: Completely Elapsed: 20.214395999908447ms
Info 625  [19:20:30.391] Different program with same set of files
Info 626  [19:20:33.047] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 627  [19:20:33.068] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: false structureIsReused:: Completely Elapsed: 20.370518999174237ms
Info 628  [19:20:33.068] Different program with same set of files
Info 629  [19:20:33.616] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 630  [19:20:33.629] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 12.850097000598907ms
Info 631  [19:20:33.629] Different program with same set of files
Info 632  [19:20:33.631] getCompletionData: Get current token: 0.038585999980568886
Info 633  [19:20:33.631] getCompletionData: Is inside comment: 0.0528740007430315
Info 634  [19:20:33.631] getCompletionData: Get previous token: 0.08171899989247322
Info 635  [19:20:33.631] getCompletionsAtPosition: isCompletionListBlocker: 0.2286290004849434
Info 636  [19:20:33.641] getExportInfoMap: cache hit
Info 637  [19:20:33.681] collectAutoImports: resolved 19 module specifiers, plus 0 ambient and -737 from cache
Info 638  [19:20:33.681] collectAutoImports: response is complete
Info 639  [19:20:33.681] collectAutoImports: 39.262385999783874
Info 640  [19:20:33.681] getCompletionData: Semantic work: 49.49063800089061
Info 641  [19:20:33.694] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.918016999959946
Info 642  [19:20:33.698] getCompletionData: Get current token: 0.03968599997460842
Info 643  [19:20:33.698] getCompletionData: Is inside comment: 0.05405999906361103
Info 644  [19:20:33.699] getCompletionData: Get previous token: 0.10755199939012527
Info 645  [19:20:33.699] getCompletionsAtPosition: isCompletionListBlocker: 0.027414999902248383
Info 646  [19:20:33.703] getExportInfoMap: cache hit
Info 647  [19:20:33.723] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 164 from cache
Info 648  [19:20:33.723] collectAutoImports: response is complete
Info 649  [19:20:33.723] collectAutoImports: 19.926032001152635
Info 650  [19:20:33.723] getCompletionData: Semantic work: 24.56133900023997
Info 651  [19:20:33.743] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.28044700063765
Info 652  [19:20:33.748] getCompletionData: Get current token: 0.0366509985178709
Info 653  [19:20:33.748] getCompletionData: Is inside comment: 0.02905699983239174
Info 654  [19:20:33.748] getCompletionData: Get previous token: 0.049529001116752625
Info 655  [19:20:33.748] getCompletionsAtPosition: isCompletionListBlocker: 0.017775001004338264
Info 656  [19:20:33.753] getExportInfoMap: cache hit
Info 657  [19:20:33.775] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 164 from cache
Info 658  [19:20:33.775] collectAutoImports: response is complete
Info 659  [19:20:33.775] collectAutoImports: 22.258082000538707
Info 660  [19:20:33.775] getCompletionData: Semantic work: 27.016509000211954
Info 661  [19:20:33.784] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.177840000018477
Info 662  [19:20:33.787] getCompletionData: Get current token: 0.0340340007096529
Info 663  [19:20:33.787] getCompletionData: Is inside comment: 0.02352999895811081
Info 664  [19:20:33.787] getCompletionData: Get previous token: 0.028832999989390373
Info 665  [19:20:33.787] getCompletionsAtPosition: isCompletionListBlocker: 0.014822999015450478
Info 666  [19:20:33.790] getExportInfoMap: cache hit
Info 667  [19:20:33.804] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 164 from cache
Info 668  [19:20:33.804] collectAutoImports: response is complete
Info 669  [19:20:33.804] collectAutoImports: 14.581784000620246
Info 670  [19:20:33.804] getCompletionData: Semantic work: 17.380832999944687
Info 671  [19:20:33.812] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.596447000280023
Info 672  [19:20:33.899] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 673  [19:20:33.903] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 4.425780998542905ms
Info 674  [19:20:33.903] Different program with same set of files
Info 675  [19:20:34.020] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 676  [19:20:34.027] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false structureIsReused:: Completely Elapsed: 6.392061000689864ms
Info 677  [19:20:34.027] Different program with same set of files
Info 678  [19:20:34.027] getCompletionData: Get current token: 0.016178999096155167
Info 679  [19:20:34.027] getCompletionData: Is inside comment: 0.020461000502109528
Info 680  [19:20:34.027] getCompletionData: Get previous token: 0.03017199970781803
Info 681  [19:20:34.027] getCompletionsAtPosition: isCompletionListBlocker: 0.021963000297546387
Info 682  [19:20:34.033] getExportInfoMap: cache hit
Info 683  [19:20:34.045] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 105 from cache
Info 684  [19:20:34.045] collectAutoImports: response is complete
Info 685  [19:20:34.045] collectAutoImports: 12.284892998635769
Info 686  [19:20:34.045] getCompletionData: Semantic work: 17.900059999898076
Info 687  [19:20:34.058] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.637817999348044
Info 688  [19:20:34.706] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 689  [19:20:34.720] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: false structureIsReused:: Completely Elapsed: 14.792308999225497ms
Info 690  [19:20:34.721] Different program with same set of files
Info 691  [19:20:36.228] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 692  [19:20:36.257] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false structureIsReused:: Completely Elapsed: 28.514849999919534ms
Info 693  [19:20:36.257] Different program with same set of files
Info 694  [19:20:36.823] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 695  [19:20:36.842] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false structureIsReused:: Completely Elapsed: 18.737604999914765ms
Info 696  [19:20:36.842] Different program with same set of files
Info 697  [19:20:36.842] getCompletionData: Get current token: 0.0310479998588562
Info 698  [19:20:36.842] getCompletionData: Is inside comment: 0.005069999024271965
Info 699  [19:20:36.843] getCompletionData: Get previous token: 0.08887399919331074
Info 700  [19:20:36.843] getCompletionsAtPosition: isCompletionListBlocker: 0.007704000920057297
Info 701  [19:20:36.843] Returning an empty list because completion was requested in an invalid position.
Info 702  [19:20:36.944] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 703  [19:20:36.950] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: false structureIsReused:: Completely Elapsed: 6.476701000705361ms
Info 704  [19:20:36.950] Different program with same set of files
Info 705  [19:20:36.951] getCompletionData: Get current token: 0.03512199968099594
Info 706  [19:20:36.951] getCompletionData: Is inside comment: 0.006361998617649078
Info 707  [19:20:36.951] getCompletionData: Get previous token: 0.10847399942576885
Info 708  [19:20:36.951] getCompletionsAtPosition: isCompletionListBlocker: 0.004476999863982201
Info 709  [19:20:36.951] Returning an empty list because completion was requested in an invalid position.
Info 710  [19:20:37.146] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 711  [19:20:37.156] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: false structureIsReused:: Completely Elapsed: 10.397363001480699ms
Info 712  [19:20:37.157] Different program with same set of files
Info 713  [19:20:37.157] getCompletionData: Get current token: 0.0600770004093647
Info 714  [19:20:37.157] getCompletionData: Is inside comment: 0.01044199988245964
Info 715  [19:20:37.158] getCompletionData: Get previous token: 0.15091000124812126
Info 716  [19:20:37.158] getCompletionsAtPosition: isCompletionListBlocker: 0.023475999012589455
Info 717  [19:20:37.158] Returning an empty list because completion was requested in an invalid position.
Info 718  [19:20:37.300] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 719  [19:20:37.319] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false structureIsReused:: Completely Elapsed: 18.223650000989437ms
Info 720  [19:20:37.319] Different program with same set of files
Info 721  [19:20:37.320] getCompletionData: Get current token: 0.10018200054764748
Info 722  [19:20:37.321] getCompletionData: Is inside comment: 0.0170889999717474
Info 723  [19:20:37.321] getCompletionData: Get previous token: 0.2889910005033016
Info 724  [19:20:37.321] getCompletionsAtPosition: isCompletionListBlocker: 0.014324000105261803
Info 725  [19:20:37.321] Returning an empty list because completion was requested in an invalid position.
Info 726  [19:20:37.399] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 727  [19:20:37.404] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false structureIsReused:: Completely Elapsed: 4.290548000484705ms
Info 728  [19:20:37.404] Different program with same set of files
Info 729  [19:20:37.405] getCompletionData: Get current token: 0.03380599990487099
Info 730  [19:20:37.405] getCompletionData: Is inside comment: 0.005427999421954155
Info 731  [19:20:37.406] getCompletionData: Get previous token: 0.10195400007069111
Info 732  [19:20:37.406] getCompletionsAtPosition: isCompletionListBlocker: 0.004643000662326813
Info 733  [19:20:37.406] Returning an empty list because completion was requested in an invalid position.
Info 734  [19:20:37.412] getCompletionData: Get current token: 0.0356259997934103
Info 735  [19:20:37.412] getCompletionData: Is inside comment: 0.006299998611211777
Info 736  [19:20:37.412] getCompletionData: Get previous token: 0.09179299883544445
Info 737  [19:20:37.412] getCompletionsAtPosition: isCompletionListBlocker: 0.00448400154709816
Info 738  [19:20:37.412] Returning an empty list because completion was requested in an invalid position.
Info 739  [19:20:37.417] getCompletionData: Get current token: 0.018571000546216965
Info 740  [19:20:37.417] getCompletionData: Is inside comment: 0.0038860011845827103
Info 741  [19:20:37.417] getCompletionData: Get previous token: 0.05180100165307522
Info 742  [19:20:37.417] getCompletionsAtPosition: isCompletionListBlocker: 0.003895999863743782
Info 743  [19:20:37.417] Returning an empty list because completion was requested in an invalid position.
Info 744  [19:20:37.419] getCompletionData: Get current token: 0.019106999039649963
Info 745  [19:20:37.419] getCompletionData: Is inside comment: 0.004294000566005707
Info 746  [19:20:37.419] getCompletionData: Get previous token: 0.05083399824798107
Info 747  [19:20:37.419] getCompletionsAtPosition: isCompletionListBlocker: 0.003426000475883484
Info 748  [19:20:37.419] Returning an empty list because completion was requested in an invalid position.
Info 749  [19:20:37.432] getCompletionData: Get current token: 0.04301000013947487
Info 750  [19:20:37.432] getCompletionData: Is inside comment: 0.004251999780535698
Info 751  [19:20:37.432] getCompletionData: Get previous token: 0.050989000126719475
Info 752  [19:20:37.432] getCompletionsAtPosition: isCompletionListBlocker: 0.005689999088644981
Info 753  [19:20:37.432] Returning an empty list because completion was requested in an invalid position.
Info 754  [19:20:37.433] getCompletionData: Get current token: 0.029889000579714775
Info 755  [19:20:37.433] getCompletionData: Is inside comment: 0.006622999906539917
Info 756  [19:20:37.433] getCompletionData: Get previous token: 0.0859409999102354
Info 757  [19:20:37.433] getCompletionsAtPosition: isCompletionListBlocker: 0.006494000554084778
Info 758  [19:20:37.433] Returning an empty list because completion was requested in an invalid position.
Info 759  [19:20:37.433] getCompletionData: Get current token: 0.028831999748945236
Info 760  [19:20:37.433] getCompletionData: Is inside comment: 0.0055029988288879395
Info 761  [19:20:37.433] getCompletionData: Get previous token: 0.08310599997639656
Info 762  [19:20:37.434] getCompletionsAtPosition: isCompletionListBlocker: 0.005424000322818756
Info 763  [19:20:37.434] Returning an empty list because completion was requested in an invalid position.
Info 764  [19:20:37.434] getCompletionData: Get current token: 0.050397999584674835
Info 765  [19:20:37.434] getCompletionData: Is inside comment: 0.005654999986290932
Info 766  [19:20:37.434] getCompletionData: Get previous token: 0.07457900047302246
Info 767  [19:20:37.434] getCompletionsAtPosition: isCompletionListBlocker: 0.0036779996007680893
Info 768  [19:20:37.434] Returning an empty list because completion was requested in an invalid position.
Info 769  [19:20:37.666] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 770  [19:20:37.677] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false structureIsReused:: Completely Elapsed: 11.118456000462174ms
Info 771  [19:20:37.677] Different program with same set of files
Info 772  [19:20:37.677] getCompletionData: Get current token: 0.050112999975681305
Info 773  [19:20:37.677] getCompletionData: Is inside comment: 0.008063999935984612
Info 774  [19:20:37.678] getCompletionData: Get previous token: 0.0661849994212389
Info 775  [19:20:37.678] getCompletionsAtPosition: isCompletionListBlocker: 0.003406999632716179
Info 776  [19:20:37.678] Returning an empty list because completion was requested in an invalid position.
Info 777  [19:20:37.678] getCompletionData: Get current token: 0.018205000087618828
Info 778  [19:20:37.678] getCompletionData: Is inside comment: 0.0031610000878572464
Info 779  [19:20:37.678] getCompletionData: Get previous token: 0.049087001010775566
Info 780  [19:20:37.678] getCompletionsAtPosition: isCompletionListBlocker: 0.0029840003699064255
Info 781  [19:20:37.678] Returning an empty list because completion was requested in an invalid position.
Info 782  [19:20:37.678] getCompletionData: Get current token: 0.015483999624848366
Info 783  [19:20:37.678] getCompletionData: Is inside comment: 0.0027639996260404587
Info 784  [19:20:37.679] getCompletionData: Get previous token: 1.1293700002133846
Info 785  [19:20:37.679] getCompletionsAtPosition: isCompletionListBlocker: 0.005634000524878502
Info 786  [19:20:37.680] Returning an empty list because completion was requested in an invalid position.
Info 787  [19:20:37.680] getCompletionData: Get current token: 0.030182000249624252
Info 788  [19:20:37.680] getCompletionData: Is inside comment: 0.006751000881195068
Info 789  [19:20:37.680] getCompletionData: Get previous token: 0.08553799986839294
Info 790  [19:20:37.680] getCompletionsAtPosition: isCompletionListBlocker: 0.004426999017596245
Info 791  [19:20:37.680] Returning an empty list because completion was requested in an invalid position.
Info 792  [19:20:37.721] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 793  [19:20:37.729] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false structureIsReused:: Completely Elapsed: 8.058357000350952ms
Info 794  [19:20:37.729] Different program with same set of files
Info 795  [19:20:37.730] getCompletionData: Get current token: 0.035823000594973564
Info 796  [19:20:37.730] getCompletionData: Is inside comment: 0.005679000169038773
Info 797  [19:20:37.730] getCompletionData: Get previous token: 0.08526800014078617
Info 798  [19:20:37.730] getCompletionsAtPosition: isCompletionListBlocker: 0.0048299990594387054
Info 799  [19:20:37.730] Returning an empty list because completion was requested in an invalid position.
Info 800  [19:20:37.730] getCompletionData: Get current token: 0.03129900060594082
Info 801  [19:20:37.730] getCompletionData: Is inside comment: 0.00596500001847744
Info 802  [19:20:37.731] getCompletionData: Get previous token: 0.15936199948191643
Info 803  [19:20:37.731] getCompletionsAtPosition: isCompletionListBlocker: 0.0050119999796152115
Info 804  [19:20:37.731] Returning an empty list because completion was requested in an invalid position.
Info 805  [19:20:37.731] getCompletionData: Get current token: 0.028913000598549843
Info 806  [19:20:37.731] getCompletionData: Is inside comment: 0.004362998530268669
Info 807  [19:20:37.731] getCompletionData: Get previous token: 0.0780430007725954
Info 808  [19:20:37.731] getCompletionsAtPosition: isCompletionListBlocker: 0.003583000972867012
Info 809  [19:20:37.731] Returning an empty list because completion was requested in an invalid position.
Info 810  [19:20:37.732] getCompletionData: Get current token: 0.02725999988615513
Info 811  [19:20:37.732] getCompletionData: Is inside comment: 0.004182999953627586
Info 812  [19:20:37.732] getCompletionData: Get previous token: 0.07331999950110912
Info 813  [19:20:37.732] getCompletionsAtPosition: isCompletionListBlocker: 0.0034369993954896927
Info 814  [19:20:37.732] Returning an empty list because completion was requested in an invalid position.
Info 815  [19:20:37.842] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 816  [19:20:37.849] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false structureIsReused:: Completely Elapsed: 7.275770999491215ms
Info 817  [19:20:37.849] Different program with same set of files
Info 818  [19:20:38.194] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 819  [19:20:38.206] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false structureIsReused:: Completely Elapsed: 11.978835999965668ms
Info 820  [19:20:38.206] Different program with same set of files
Info 821  [19:20:38.446] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 822  [19:20:38.461] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false structureIsReused:: Completely Elapsed: 15.148769000545144ms
Info 823  [19:20:38.461] Different program with same set of files
Info 824  [19:20:38.462] getCompletionData: Get current token: 0.046014999970793724
Info 825  [19:20:38.462] getCompletionData: Is inside comment: 0.011228999122977257
Info 826  [19:20:38.462] getCompletionData: Get previous token: 0.15077299997210503
Info 827  [19:20:38.463] getCompletionsAtPosition: isCompletionListBlocker: 0.15591599978506565
Info 828  [19:20:38.463] Returning an empty list because completion was requested in an invalid position.
Info 829  [19:20:38.465] getCompletionData: Get current token: 0.02535399980843067
Info 830  [19:20:38.465] getCompletionData: Is inside comment: 0.010200999677181244
Info 831  [19:20:38.465] getCompletionData: Get previous token: 0.12886900082230568
Info 832  [19:20:38.465] getCompletionsAtPosition: isCompletionListBlocker: 0.008162999525666237
Info 833  [19:20:38.465] Returning an empty list because completion was requested in an invalid position.
Info 834  [19:20:38.473] getCompletionData: Get current token: 0.019830001518130302
Info 835  [19:20:38.473] getCompletionData: Is inside comment: 0.0046509988605976105
Info 836  [19:20:38.473] getCompletionData: Get previous token: 0.062123000621795654
Info 837  [19:20:38.474] getCompletionsAtPosition: isCompletionListBlocker: 0.006379999220371246
Info 838  [19:20:38.474] Returning an empty list because completion was requested in an invalid position.
Info 839  [19:20:38.475] getCompletionData: Get current token: 0.019485000520944595
Info 840  [19:20:38.475] getCompletionData: Is inside comment: 0.007677998393774033
Info 841  [19:20:38.475] getCompletionData: Get previous token: 0.07236899994313717
Info 842  [19:20:38.475] getCompletionsAtPosition: isCompletionListBlocker: 0.008250998333096504
Info 843  [19:20:38.475] Returning an empty list because completion was requested in an invalid position.
Info 844  [19:20:38.554] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 845  [19:20:38.561] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false structureIsReused:: Completely Elapsed: 7.150671999901533ms
Info 846  [19:20:38.561] Different program with same set of files
Info 847  [19:20:38.562] getCompletionData: Get current token: 0.03470800071954727
Info 848  [19:20:38.562] getCompletionData: Is inside comment: 0.00616300106048584
Info 849  [19:20:38.562] getCompletionData: Get previous token: 0.09364099986851215
Info 850  [19:20:38.562] getCompletionsAtPosition: isCompletionListBlocker: 0.005604000762104988
Info 851  [19:20:38.562] Returning an empty list because completion was requested in an invalid position.
Info 852  [19:20:38.569] getCompletionData: Get current token: 0.04496700130403042
Info 853  [19:20:38.570] getCompletionData: Is inside comment: 0.006822001188993454
Info 854  [19:20:38.570] getCompletionData: Get previous token: 0.10710999928414822
Info 855  [19:20:38.570] getCompletionsAtPosition: isCompletionListBlocker: 0.005842998623847961
Info 856  [19:20:38.570] Returning an empty list because completion was requested in an invalid position.
Info 857  [19:20:38.571] getCompletionData: Get current token: 0.03206599876284599
Info 858  [19:20:38.571] getCompletionData: Is inside comment: 0.006413999944925308
Info 859  [19:20:38.572] getCompletionData: Get previous token: 0.08190299943089485
Info 860  [19:20:38.572] getCompletionsAtPosition: isCompletionListBlocker: 0.006853999570012093
Info 861  [19:20:38.572] Returning an empty list because completion was requested in an invalid position.
Info 862  [19:20:38.572] getCompletionData: Get current token: 0.04368100129067898
Info 863  [19:20:38.572] getCompletionData: Is inside comment: 0.004328001290559769
Info 864  [19:20:38.573] getCompletionData: Get previous token: 0.05046600103378296
Info 865  [19:20:38.573] getCompletionsAtPosition: isCompletionListBlocker: 0.004210000857710838
Info 866  [19:20:38.573] Returning an empty list because completion was requested in an invalid position.
Info 867  [19:20:38.651] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 868  [19:20:38.654] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false structureIsReused:: Completely Elapsed: 3.7446899991482496ms
Info 869  [19:20:38.654] Different program with same set of files
Info 870  [19:20:38.655] getCompletionData: Get current token: 0.04480300098657608
Info 871  [19:20:38.655] getCompletionData: Is inside comment: 0.005256000906229019
Info 872  [19:20:38.655] getCompletionData: Get previous token: 0.10653399862349033
Info 873  [19:20:38.657] getCompletionsAtPosition: isCompletionListBlocker: 0.008280999958515167
Info 874  [19:20:38.657] Returning an empty list because completion was requested in an invalid position.
Info 875  [19:20:38.674] getCompletionData: Get current token: 0.3891360014677048
Info 876  [19:20:38.674] getCompletionData: Is inside comment: 0.016456998884677887
Info 877  [19:20:38.675] getCompletionData: Get previous token: 0.06011299975216389
Info 878  [19:20:38.675] getCompletionsAtPosition: isCompletionListBlocker: 0.006873000413179398
Info 879  [19:20:38.675] Returning an empty list because completion was requested in an invalid position.
Info 880  [19:20:38.677] getCompletionData: Get current token: 0.01809299923479557
Info 881  [19:20:38.677] getCompletionData: Is inside comment: 0.003730000928044319
Info 882  [19:20:38.677] getCompletionData: Get previous token: 0.03275600075721741
Info 883  [19:20:38.677] getCompletionsAtPosition: isCompletionListBlocker: 0.0044719986617565155
Info 884  [19:20:38.677] Returning an empty list because completion was requested in an invalid position.
Info 885  [19:20:38.678] getCompletionData: Get current token: 0.01749899983406067
Info 886  [19:20:38.678] getCompletionData: Is inside comment: 0.004666000604629517
Info 887  [19:20:38.678] getCompletionData: Get previous token: 0.03474799916148186
Info 888  [19:20:38.678] getCompletionsAtPosition: isCompletionListBlocker: 0.004739001393318176
Info 889  [19:20:38.678] Returning an empty list because completion was requested in an invalid position.
Info 890  [19:20:38.908] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 891  [19:20:38.921] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false structureIsReused:: Completely Elapsed: 13.26868399977684ms
Info 892  [19:20:38.921] Different program with same set of files
Info 893  [19:20:39.052] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 894  [19:20:39.057] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false structureIsReused:: Completely Elapsed: 4.164289999753237ms
Info 895  [19:20:39.057] Different program with same set of files
Info 896  [19:20:39.057] getCompletionData: Get current token: 0.015015998855233192
Info 897  [19:20:39.057] getCompletionData: Is inside comment: 0.0032770000398159027
Info 898  [19:20:39.057] getCompletionData: Get previous token: 0.031592998653650284
Info 899  [19:20:39.057] getCompletionsAtPosition: isCompletionListBlocker: 0.003603000193834305
Info 900  [19:20:39.057] Returning an empty list because completion was requested in an invalid position.
Info 901  [19:20:39.059] getCompletionData: Get current token: 0.01587100140750408
Info 902  [19:20:39.059] getCompletionData: Is inside comment: 0.0041900016367435455
Info 903  [19:20:39.059] getCompletionData: Get previous token: 0.03135699965059757
Info 904  [19:20:39.059] getCompletionsAtPosition: isCompletionListBlocker: 0.004055000841617584
Info 905  [19:20:39.059] Returning an empty list because completion was requested in an invalid position.
Info 906  [19:20:39.060] getCompletionData: Get current token: 0.02273700013756752
Info 907  [19:20:39.060] getCompletionData: Is inside comment: 0.006472000852227211
Info 908  [19:20:39.061] getCompletionData: Get previous token: 0.04753299988806248
Info 909  [19:20:39.061] getCompletionsAtPosition: isCompletionListBlocker: 0.006425000727176666
Info 910  [19:20:39.061] Returning an empty list because completion was requested in an invalid position.
Info 911  [19:20:39.061] getCompletionData: Get current token: 0.02574099972844124
Info 912  [19:20:39.061] getCompletionData: Is inside comment: 0.00491500087082386
Info 913  [19:20:39.061] getCompletionData: Get previous token: 0.0487660001963377
Info 914  [19:20:39.061] getCompletionsAtPosition: isCompletionListBlocker: 0.005613001063466072
Info 915  [19:20:39.061] Returning an empty list because completion was requested in an invalid position.
Info 916  [19:20:39.328] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 917  [19:20:39.335] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false structureIsReused:: Completely Elapsed: 6.495988000184298ms
Info 918  [19:20:39.335] Different program with same set of files
Info 919  [19:20:39.335] getCompletionData: Get current token: 0.029134999960660934
Info 920  [19:20:39.335] getCompletionData: Is inside comment: 0.008065000176429749
Info 921  [19:20:39.336] getCompletionData: Get previous token: 0.11466299928724766
Info 922  [19:20:39.336] getCompletionsAtPosition: isCompletionListBlocker: 0.005794001743197441
Info 923  [19:20:39.336] Returning an empty list because completion was requested in an invalid position.
Info 924  [19:20:39.365] getCompletionData: Get current token: 0.01675499975681305
Info 925  [19:20:39.365] getCompletionData: Is inside comment: 0.0034560002386569977
Info 926  [19:20:39.365] getCompletionData: Get previous token: 0.03075600042939186
Info 927  [19:20:39.365] getCompletionsAtPosition: isCompletionListBlocker: 0.0038569997996091843
Info 928  [19:20:39.365] Returning an empty list because completion was requested in an invalid position.
Info 929  [19:20:39.367] getCompletionData: Get current token: 0.02626900002360344
Info 930  [19:20:39.367] getCompletionData: Is inside comment: 0.004856999963521957
Info 931  [19:20:39.367] getCompletionData: Get previous token: 0.049531999975442886
Info 932  [19:20:39.367] getCompletionsAtPosition: isCompletionListBlocker: 0.005869999527931213
Info 933  [19:20:39.367] Returning an empty list because completion was requested in an invalid position.
Info 934  [19:20:39.368] getCompletionData: Get current token: 0.06629200093448162
Info 935  [19:20:39.368] getCompletionData: Is inside comment: 0.0036980006843805313
Info 936  [19:20:39.368] getCompletionData: Get previous token: 0.031082000583410263
Info 937  [19:20:39.368] getCompletionsAtPosition: isCompletionListBlocker: 0.003972001373767853
Info 938  [19:20:39.368] Returning an empty list because completion was requested in an invalid position.
Info 939  [19:20:39.913] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 940  [19:20:39.934] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false structureIsReused:: Completely Elapsed: 20.604155000299215ms
Info 941  [19:20:39.934] Different program with same set of files
Info 942  [19:20:39.985] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
